000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 001 001 001 001 001 001 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 001 001 001 001 001 001 001 001 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 001 010 010 001 001 001 010 010 001 001 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000
000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 001 010 010 010 010 001 010 010 010 010 001 001 000 000 000 000 000 000 000 000 000 000 000 000 000 000
000 000 000 000 000 000 000 000 000 000 000 000 010 010 001 010 010 010 011 011 010 011 011 010 010 010 001 010 010 000 000 000 000 000 000 000 000 000 000 000 000
000 000 000 000 000 000 000 000 000 000 000 010 010 010 001 001 010 010 011 001 010 001 011 010 010 001 001 010 010 010 000 000 000 000 000 000 000 000 000 000 000 
000 000 000 000 000 000 000 000 000 000 000 010 010 010 001 001 010 010 010 010 010 010 010 010 010 001 001 010 010 010 000 000 000 000 000 000 000 000 000 000 000
000 000 000 000 000 000 000 000 000 010 001 001 001 010 010 010 010 010 010 001 001 001 010 010 010 010 010 010 001 001 001 010 000 000 000 000 000 000 000 000 000
000 000 000 000 000 000 000 010 010 001 001 001 010 010 010 010 010 010 010 010 010 010 010 010 010 010 010 010 010 001 001 001 010 010 000 000 000 000 000 000 000  
000 000 000 000 000 000 010 001 001 001 001 001 010 010 010 001 001 001 001 001 001 001 001 001 001 001 010 010 010 001 001 001 001 001 010 000 000 000 000 000 000 
000 000 000 000 010 010 001 001 001 001 001 001 010 010 001 010 010 010 010 010 010 010 010 010 010 010 001 010 010 001 001 001 001 001 001 010 010 000 000 000 000
000 000 000 010 001 001 001 001 001 001 001 001 001 001 010 010 010 010 010 010 010 010 010 010 010 010 010 001 001 001 001 001 001 001 001 001 001 010 000 000 000
000 000 010 001 001 001 001 001 001 001 001 001 001 001 010 010 010 010 010 010 010 010 010 010 010 010 010 001 001 001 001 001 001 001 001 001 001 001 010 000 000
000 000 010 001 001 001 001 001 001 001 001 001 001 001 001 001 010 010 010 010 010 010 010 010 010 001 001 001 001 001 001 001 001 001 001 001 001 001 010 000 000
000 000 010 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 010 000 000 
000 000 001 001 001 001 001 001 001 001 000 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 000 001 001 001 001 001 001 001 001 000 000
000 010 001 001 001 001 001 001 001 000 000 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 000 000 001 001 001 001 001 001 001 010 000
000 010 001 001 001 001 001 001 001 000 001 001 001 010 010 010 010 010 001 001 001 001 001 010 010 010 010 010 001 001 001 000 001 001 001 001 001 001 001 010 000
000 010 001 001 001 001 001 001 000 000 001 001 001 010 010 010 010 010 010 001 001 001 010 010 010 010 010 010 001 001 001 000 000 001 001 001 001 001 001 010 000
000 010 001 001 001 001 001 001 000 000 001 001 001 010 010 010 010 010 010 001 001 001 010 010 010 010 010 010 001 001 001 000 000 001 001 001 001 001 001 010 000 
000 000 001 001 001 001 001 001 010 000 001 001 001 010 010 001 010 010 010 001 001 001 010 010 010 001 010 010 001 001 001 000 010 001 001 001 001 001 001 000 000
000 000 010 001 001 001 001 001 010 000 001 001 001 010 010 010 001 001 001 001 001 001 001 001 001 010 010 010 001 001 001 000 010 001 001 001 001 001 010 000 000
000 000 010 001 001 001 001 001 001 010 001 001 001 001 101 001 100 100 100 100 100 100 100 100 100 001 101 001 001 001 001 010 001 001 001 001 001 001 010 000 000
000 000 010 001 001 001 001 001 001 001 010 010 010 001 101 100 100 100 100 100 100 100 100 100 100 100 101 001 010 010 010 001 001 001 001 001 001 001 010 000 000
000 000 000 000 001 001 001 001 010 010 010 010 001 100 101 001 001 001 001 001 001 001 001 001 001 001 101 100 001 010 010 010 010 001 001 001 001 000 000 000 000 
000 000 000 010 010 001 001 001 010 001 010 001 001 001 101 001 001 001 001 001 001 001 001 001 001 001 101 001 001 001 010 001 010 001 001 001 010 010 000 000 000
000 000 000 010 001 010 001 001 010 010 010 001 001 001 101 001 001 001 001 001 001 001 001 001 001 001 101 001 001 001 010 010 010 001 001 010 001 010 000 000 000
000 000 000 010 001 001 010 001 010 010 010 001 001 100 101 001 001 001 001 001 001 001 001 001 001 001 101 100 001 001 010 010 010 001 010 001 001 010 000 000 000
000 000 000 000 001 001 001 001 001 010 010 010 001 001 101 100 100 100 100 100 100 100 100 100 100 100 101 001 001 010 010 010 001 001 001 001 001 000 000 000 000
000 000 000 000 001 001 001 001 001 001 001 010 001 001 101 001 100 100 100 100 100 100 100 100 100 001 101 001 001 010 001 001 001 001 001 001 001 000 000 000 000
000 000 010 001 010 010 001 001 001 010 010 001 010 000 000 001 001 001 001 001 001 001 001 001 001 001 000 000 000 010 001 010 010 001 001 001 010 001 010 000 000
000 010 001 010 010 001 010 010 010 010 001 010 010 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 010 010 001 010 010 010 010 010 010 001 010 000
010 001 010 010 010 010 010 010 010 010 001 010 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 010 001 010 010 010 010 010 010 010 001 010


000 - Sin Color
100 - F57F17
101 - 01579B
011 - 000000
010 - F5C480
001 - BD2C22














