00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 01 01 01 01 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 01 01 01 01 01 01 01 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 01 01 01 01 01 10 10 10 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 10 10 10 10 01 01 01 01 10 10 10 10 10 10 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 10 10 10 10 01 01 01 01 01 01 10 10 10 10 11 11 10 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 10 10 01 01 01 01 01 01 01 10 10 01 01 10 10 10 11 01 10 01 01 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 10 01 01 01 01 01 01 01 01 10 10 10 10 01 01 10 10 10 10 10 10 10 10 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 10 01 01 01 01 10 10 01 01 01 10 10 10 10 01 01 01 10 10 10 10 10 10 10 10 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 10 01 01 01 01 01 10 01 01 01 01 01 01 10 01 01 01 01 01 10 10 10 10 10 10 10 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 10 01 01 01 01 01 10 01 01 01 01 01 01 10 10 01 01 01 10 10 10 10 10 10 10 10 10
00 00 00 00 00 00 00 00 00 00 00 00 00 00 10 01 01 01 01 01 01 10 01 01 01 01 01 01 01 10 10 01 10 10 10 10 01 01 01 01 01 10
00 00 00 00 00 00 00 00 00 00 00 00 00 00 10 01 01 01 01 01 01 10 01 01 01 01 01 01 01 01 10 10 10 10 10 01 10 10 10 10 10 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 10 01 01 01 01 01 01 10 01 01 01 01 01 01 01 01 01 10 10 10 01 10 10 10 10 10 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 10 10 01 01 01 01 01 01 10 10 01 01 01 01 01 01 01 01 10 10 10 10 10 10 10 10 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 10 01 01 01 01 01 01 01 01 10 01 01 01 01 01 01 01 01 01 10 10 10 10 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 10 10 01 01 01 01 01 01 01 01 10 10 01 01 01 01 01 01 01 01 01 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 10 01 01 01 01 01 01 01 01 01 01 01 10 10 01 01 01 01 01 01 01 01 01 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 10 01 01 01 01 01 01 01 01 01 01 01 01 01 10 10 01 01 01 01 01 01 01 01 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 10 10 01 01 01 01 01 01 01 01 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 10 10 01 01 01 01 01 01 01 01 00 00 00 00 00 00 00
00 00 00 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 10 10 10 01 01 01 01 01 01 01 01 00 00 00 00 00 00
00 00 00 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 10 10 10 10 01 10 01 01 01 01 01 01 01 01 00 00 00 00 00
00 00 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 10 10 10 10 10 10 10 10 10 01 01 01 01 01 01 01 00 00 00 00 00
00 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 10 10 10 10 10 10 10 10 10 01 01 10 01 01 01 01 01 01 01 00 00 00 00
00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 10 10 10 10 10 10 10 10 01 01 01 01 01 00 01 01 01 01 01 01 01 10 10 10 10
00 10 01 01 01 01 01 01 01 01 01 01 01 01 01 01 10 10 10 10 10 10 10 01 01 01 01 01 01 01 00 00 01 01 01 01 01 10 10 10 10 10
01 10 01 01 01 01 01 01 01 01 01 01 01 01 01 01 10 10 10 10 10 01 01 01 01 01 01 01 01 01 01 00 00 01 01 01 01 01 10 10 00 00
01 10 10 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 00 00 00 00 01 01 01 01 01 01 01 01 00 00 00 01 01 01 10 10 10 00 00
01 10 10 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 00 00 00 00 01 01 01 01 01 01 01 01 01 00 00 00 01 10 10 10 10 10 10 00
01 10 01 01 01 01 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 01 01 01 01 01 01 01 00 00 00 00 00 10 10 10 01 10 10 00
00 10 01 10 01 01 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 01 10 10 01 01 10 01 01 10 01 10 00 00 00 10 10 10 01 10 10
00 10 10 10 01 10 10 10 00 00 00 00 00 00 00 00 00 00 00 00 00 01 10 10 10 10 10 10 10 10 01 10 01 00 00 00 00 00 10 10 00 00

00 - Sin Color
11 - 000000
10 - F5C480
01 - BD2C22
